genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
filmi,0.725,0.918,9.0,-4.875,1.0,0.0447,0.0289,5.13e-06,0.602,0.927,107.975,4.0
eurobeat,0.568,0.956,0.0,-9.435,0.0,0.0416,0.115,0.0,0.199,0.7,154.042,4.0
desi pop,0.799,0.828,9.0,-4.846,0.0,0.0782,0.424,0.0,0.145,0.627,105.04,4.0
alt z,0.708,0.494,5.0,-7.496,0.0,0.0365,0.697,0.000115,0.34,0.76,142.921,4.0
modern rock,0.505,0.71,3.0,-3.015,1.0,0.0321,0.19,0.00025,0.329,0.428,89.938,4.0
emo rap,0.544,0.55,4.0,-10.654,1.0,0.0592,0.0183,0.0,0.193,0.134,149.872,4.0
aesthetic rap,0.532,0.543,4.0,-10.596,1.0,0.0568,0.0176,0.0,0.217,0.116,150.038,4.0
bass trap,0.678,0.685,1.0,-4.745,1.0,0.0827,0.0073,0.0,0.252,0.116,130.063,4.0
gym phonk,0.448,0.673,5.0,-6.851,0.0,0.34,0.017,0.000156,0.176,0.187,181.127,4.0
alt z,0.463,0.755,2.0,-5.04,1.0,0.0727,0.137,0.0,0.0745,0.649,79.488,4.0
latin pop,0.653,0.816,2.0,-4.353,1.0,0.167,0.228,0.0,0.0967,0.816,178.085,4.0
drift phonk,0.646,0.708,3.0,-5.875,0.0,0.065,0.0145,0.781,0.35,0.382,128.011,4.0
alternative dance,0.528,0.782,4.0,-6.17,0.0,0.0314,0.00928,2.21e-05,0.179,0.719,120.311,4.0
australian indie,0.615,0.545,1.0,-9.178,1.0,0.0272,0.0312,0.624,0.109,0.367,115.97,4.0
alternative metal,0.465,0.988,3.0,-4.126,0.0,0.106,3.2e-05,0.0114,0.13,0.155,133.017,4.0
german soundtrack,0.244,0.108,0.0,-14.973,1.0,0.0451,0.188,0.909,0.0509,0.0254,118.723,4.0
chiptune,0.539,0.3,6.0,-17.864,0.0,0.0476,0.972,0.95,0.0737,0.0607,120.007,4.0
filmi,0.34,0.96,1.0,-5.427,1.0,0.0802,0.238,4.32e-06,0.0378,0.475,150.04,4.0
traprun,0.507,0.864,6.0,-1.421,0.0,0.168,0.343,2.57e-05,0.0891,0.41,150.075,4.0
alt z,0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15,4.0
edm,0.391,0.396,1.0,-8.621,0.0,0.189,0.702,0.405,0.315,0.199,99.112,5.0
drift phonk,0.73,0.757,2.0,-7.379,1.0,0.0989,0.00189,0.833,0.157,0.259,102.378,4.0
alt z,0.602,0.694,2.0,-5.982,0.0,0.406,0.473,0.0,0.184,0.43,101.953,4.0
modern alternative rock,0.662,0.681,11.0,-8.152,0.0,0.0315,0.0321,0.139,0.508,0.864,98.004,4.0
bhangra,0.716,0.974,11.0,-2.48,0.0,0.17,0.184,0.00147,0.333,0.886,81.02,4.0
classic bollywood,0.684,0.52,7.0,-10.793,1.0,0.0339,0.369,3.99e-05,0.724,0.907,92.995,4.0
filmi,0.8,0.881,0.0,-6.077,1.0,0.0502,0.127,0.00011,0.0976,0.81,107.998,4.0
melodic metalcore,0.355,0.919,7.0,-3.771,1.0,0.356,0.00234,0.000313,0.262,0.259,159.922,4.0
complextro,0.801,0.918,7.0,-3.231,0.0,0.0489,1.66e-06,0.75,0.322,0.503,128.011,4.0
baroque pop,0.422,0.809,11.0,-5.607,1.0,0.246,0.0333,3.64e-05,0.203,0.735,87.076,4.0
viral rap,0.647,0.608,9.0,-6.831,1.0,0.42,0.13,0.0,0.0584,0.474,125.994,4.0
gen z singer-songwriter,0.614,0.0595,0.0,-16.254,1.0,0.107,0.957,5.58e-06,0.105,0.146,75.339,4.0
art pop,0.257,0.381,3.0,-10.62,1.0,0.0368,0.828,0.00121,0.135,0.264,73.687,4.0
aggressive phonk,0.71,0.894,1.0,-1.196,1.0,0.208,0.0812,0.877,0.28,0.525,92.559,4.0
viral pop,0.472,0.518,8.0,-7.379,1.0,0.051,0.383,0.127,0.289,0.154,147.805,4.0
canadian contemporary r&b,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,4.0
video game music,0.598,0.705,11.0,-5.462,1.0,0.0333,0.0826,1.8e-05,0.133,0.104,95.018,4.0
classical,0.251,0.219,7.0,-16.781,1.0,0.0323,0.929,0.933,0.0824,0.0965,89.997,3.0
classical,0.272,0.346,0.0,-14.01,0.0,0.0317,0.926,0.931,0.0772,0.24,79.773,4.0
lo-fi study,0.735,0.15,2.0,-13.138,0.0,0.0829,0.901,0.924,0.137,0.313,83.043,4.0
filmi,0.814,0.909,0.0,-6.875,1.0,0.0753,0.319,0.0,0.345,0.961,100.004,4.0
filmi,0.59,0.859,2.0,-5.005,0.0,0.0416,0.633,0.0,0.286,0.634,149.966,4.0
filmi,0.486,0.382,6.0,-6.183,1.0,0.0286,0.613,8.56e-05,0.149,0.164,125.918,3.0
hindi indie,0.655,0.473,8.0,-9.806,1.0,0.0267,0.842,0.0323,0.167,0.572,92.962,4.0
filmi,0.733,0.933,7.0,-4.583,1.0,0.105,0.0576,0.0691,0.0615,0.696,132.992,4.0
classic bollywood,0.752,0.67,6.0,-10.641,0.0,0.0465,0.306,0.000528,0.729,0.748,110.696,4.0
desi hip hop,0.778,0.743,6.0,-4.506,0.0,0.0288,0.356,0.0,0.259,0.834,121.956,4.0
classic pakistani pop,0.622,0.779,9.0,-5.799,1.0,0.037,0.102,0.000934,0.145,0.761,100.013,4.0
belgian pop,0.841,0.541,5.0,-7.564,0.0,0.143,0.0968,0.0,0.0982,0.378,145.038,4.0
filmi,0.664,0.384,9.0,-16.858,0.0,0.0751,0.629,0.0,0.146,0.688,149.945,4.0
filmi,0.735,0.938,1.0,-7.142,1.0,0.0571,0.00942,7.91e-05,0.057,0.792,110.999,4.0
sped up,0.708,0.782,2.0,-4.687,1.0,0.0674,0.00772,0.0,0.107,0.484,119.997,4.0
alt z,0.409,0.338,4.0,-7.951,1.0,0.0432,0.731,0.0,0.25,0.273,184.043,3.0
baroque pop,0.504,0.815,6.0,-6.967,1.0,0.332,0.209,0.0513,0.0838,0.842,193.966,4.0
alternative r&b,0.826,0.624,7.0,-8.386,1.0,0.25,0.784,1.73e-06,0.112,0.894,115.94,4.0
j-pop,0.182,0.27,4.0,-23.826,0.0,0.057,0.277,0.962,0.128,0.0359,69.391,4.0
lo-fi chill,0.657,0.821,0.0,-5.655,1.0,0.232,0.686,0.0,0.0736,0.823,169.897,4.0
drift phonk,0.825,0.613,0.0,-6.043,1.0,0.0941,0.0158,0.391,0.159,0.511,117.052,4.0
dreamo,0.473,0.621,11.0,-8.698,0.0,0.0291,0.0253,0.000366,0.19,0.782,173.083,4.0
lo-fi study,0.713,0.26,8.0,-22.457,0.0,0.0474,0.566,0.883,0.294,0.186,119.996,3.0
pop,0.641,0.161,4.0,-12.466,1.0,0.0413,0.89,1.02e-06,0.104,0.45,91.116,4.0
lo-fi sleep,0.599,0.109,5.0,-22.396,1.0,0.0396,0.953,0.94,0.116,0.0874,133.937,4.0
shimmer psych,0.688,0.582,6.0,-10.668,0.0,0.0542,0.23,0.000157,0.0663,0.872,85.486,4.0
lo-fi study,0.264,0.0689,7.0,-21.348,1.0,0.0372,0.978,0.952,0.0822,0.136,73.306,4.0
scandipop,0.497,0.478,5.0,-7.801,1.0,0.0627,0.08,0.0,0.49,0.395,85.392,4.0
indie pop,0.558,0.136,8.0,-11.731,0.0,0.0337,0.799,0.0,0.1,0.141,80.259,4.0
big room,0.604,0.894,5.0,-4.755,1.0,0.113,0.0512,0.000315,0.234,0.415,127.964,4.0
dutch indie,0.68,0.644,7.0,-6.905,0.0,0.157,0.137,5.48e-05,0.112,0.801,111.979,4.0
garage rock,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,4.0
pop dance,0.636,0.892,2.0,-5.573,1.0,0.0386,0.000422,0.0954,0.156,0.456,125.003,4.0
german soundtrack,0.0,0.0537,5.0,-30.709,1.0,0.0,0.939,0.331,0.0475,0.0,0.0,0.0
classic bollywood,0.247,0.556,11.0,-7.514,1.0,0.0376,0.635,0.000436,0.146,0.371,168.823,4.0
glam rock,0.559,0.793,2.0,-3.536,0.0,0.028,0.0191,0.0,0.394,0.69,92.034,4.0
canadian hip hop,0.665,0.707,11.0,-5.144,1.0,0.03,0.193,0.0,0.219,0.391,144.952,4.0
canadian electronic,0.849,0.723,5.0,-5.093,0.0,0.046,0.028,0.12,0.235,0.552,115.031,4.0
bass trap,0.827,0.518,10.0,-8.156,0.0,0.343,0.164,0.375,0.61,0.584,80.729,4.0
pop,0.61,0.86,8.0,-4.6,0.0,0.127,0.177,0.0,0.155,0.549,98.995,4.0
dance pop,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4.0
a cappella,0.175,0.0281,10.0,-37.841,0.0,0.0635,0.98,0.0,0.288,0.375,60.298,4.0
pop,0.856,0.632,6.0,-3.692,0.0,0.074,0.193,0.0,0.0688,0.697,112.009,4.0
brostep,0.689,0.695,11.0,-5.22,1.0,0.0429,0.019,0.0,0.123,0.359,75.05,4.0
brostep,0.86,0.805,9.0,-2.524,0.0,0.108,0.0286,0.00812,0.487,0.797,150.061,4.0
pop,0.621,0.747,11.0,-5.084,1.0,0.0337,0.222,0.000194,0.147,0.426,124.015,4.0
alt z,0.721,0.772,10.0,-4.506,0.0,0.19,0.598,0.000204,0.19,0.483,76.928,4.0
garage rock revival,0.42,0.901,7.0,-3.857,1.0,0.0955,0.00173,0.0,0.366,0.74,145.965,4.0
lo-fi study,0.304,0.034,0.0,-23.115,1.0,0.0503,0.978,0.986,0.0681,0.224,75.037,3.0
eurodance,0.46,0.962,0.0,-6.447,1.0,0.112,0.0084,0.00199,0.186,0.532,140.047,4.0
pakistani hip hop,0.74,0.64,0.0,-9.931,1.0,0.0399,0.265,7.7e-05,0.125,0.376,118.019,4.0
electropop,0.678,0.357,0.0,-14.712,0.0,0.128,0.675,0.00569,0.124,0.0661,113.301,5.0
alternative rock,0.623,0.622,2.0,-12.255,1.0,0.0412,0.00168,0.181,0.343,0.319,125.166,4.0
australian dance,0.593,0.527,2.0,-6.25,1.0,0.179,0.548,3.92e-06,0.462,0.466,92.985,4.0
brooklyn indie,0.615,0.743,7.0,-6.569,1.0,0.041,0.237,0.00431,0.148,0.528,162.22,4.0
cloud rap,0.846,0.419,4.0,-8.957,0.0,0.0499,0.198,1.15e-05,0.0415,0.527,119.992,4.0
ambient guitar,0.563,0.133,2.0,-20.87,1.0,0.0328,0.921,0.904,0.143,0.156,61.983,4.0
alt z,0.575,0.881,6.0,-4.282,1.0,0.109,0.00307,5.97e-05,0.509,0.552,107.957,4.0
pop rap,0.828,0.609,1.0,-4.402,1.0,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,4.0
anime lo-fi,0.616,0.274,3.0,-17.582,1.0,0.0979,0.887,0.755,0.363,0.126,120.066,4.0
eurodance,0.812,0.968,0.0,-3.758,1.0,0.0421,0.161,0.0,0.0661,0.706,130.093,4.0
covertronica,0.668,0.82,0.0,-4.863,1.0,0.0828,0.0303,0.0,0.329,0.158,129.939,4.0
australian r&b,0.362,0.534,10.0,-8.38,1.0,0.0468,0.519,1.02e-06,0.332,0.547,94.742,4.0
australian r&b,0.321,0.332,0.0,-9.573,1.0,0.0334,0.931,7.26e-05,0.0845,0.419,84.902,3.0
album rock,0.392,0.476,1.0,-7.583,1.0,0.0249,0.397,0.000163,0.309,0.234,78.031,4.0
j-pop,0.206,0.871,8.0,-5.751,1.0,0.419,0.0316,6.55e-05,0.0596,0.125,175.6,3.0
edm,0.627,0.847,10.0,-5.303,1.0,0.0352,0.0237,0.0,0.212,0.611,126.017,4.0
icelandic indie,0.255,0.161,9.0,-12.711,0.0,0.0327,0.925,0.0155,0.147,0.0679,74.007,4.0
modern alternative rock,0.609,0.726,1.0,-3.947,0.0,0.108,0.00252,0.0,0.0745,0.616,79.967,4.0
hopebeat,0.612,0.89,10.0,-2.827,0.0,0.047,0.000478,0.0,0.0672,0.886,118.989,4.0
german soundtrack,0.135,0.0277,5.0,-35.251,1.0,0.0662,0.0528,0.957,0.269,0.0297,82.898,3.0
pop,0.663,0.666,6.0,-5.441,1.0,0.125,0.583,3.85e-06,0.222,0.605,159.983,4.0
melodic dubstep,0.654,0.525,4.0,-8.447,1.0,0.0367,0.251,0.0,0.0954,0.211,135.95,4.0
album rock,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,4.0
lo-fi study,0.644,0.193,0.0,-24.331,0.0,0.0551,0.887,0.946,0.0939,0.204,94.045,4.0
anime lo-fi,0.667,0.0809,9.0,-22.628,0.0,0.0354,0.979,0.869,0.0949,0.0674,128.014,4.0
pop dance,0.656,0.927,1.0,-4.527,1.0,0.122,0.127,0.0354,0.0811,0.865,113.99,4.0
dance pop,0.665,0.886,9.0,-4.175,0.0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,4.0
dark r&b,0.705,0.598,11.0,-6.83,0.0,0.0336,0.222,0.00303,0.131,0.173,104.985,4.0
canadian electronic,0.368,0.754,1.0,-5.185,1.0,0.0502,0.00928,0.0,0.256,0.281,169.881,4.0
nightcore,0.759,0.903,8.0,-5.287,0.0,0.0785,0.343,0.0,0.121,0.878,154.825,4.0
alt z,0.883,0.415,6.0,-8.571,0.0,0.174,0.35,0.0,0.063,0.318,76.986,4.0
pop,0.466,0.551,2.0,-7.043,1.0,0.131,0.361,9.32e-05,0.333,0.243,88.794,4.0
shanty,0.689,0.283,5.0,-6.011,1.0,0.0387,0.941,0.0,0.116,0.97,160.241,4.0
canadian celtic,0.668,0.897,2.0,-5.135,1.0,0.0418,0.626,0.229,0.0932,0.955,121.855,4.0
alternative hip hop,0.821,0.382,1.0,-6.423,1.0,0.103,0.108,0.866,0.0952,0.38,105.031,4.0
sped up,0.557,0.675,0.0,-7.746,1.0,0.0339,0.258,0.0227,0.671,0.843,120.01,4.0
lo-fi product,0.772,0.51,3.0,-6.537,1.0,0.0596,0.798,0.865,0.266,0.731,85.0,4.0
alt z,0.569,0.422,0.0,-5.856,1.0,0.0302,0.0296,0.0,0.0613,0.175,76.96,4.0
filmi,0.833,0.917,7.0,-5.498,1.0,0.0597,0.175,1.92e-06,0.109,0.874,110.001,4.0
lo-fi study,0.666,0.146,9.0,-16.081,0.0,0.422,0.912,0.966,0.144,0.12,174.212,3.0
german soundtrack,0.112,0.123,4.0,-23.025,0.0,0.0433,0.964,0.696,0.103,0.0298,92.617,4.0
cloud rap,0.592,0.65,0.0,-9.648,1.0,0.0344,0.0709,8.42e-05,0.0832,0.123,156.042,4.0
modern alternative rock,0.348,0.442,1.0,-7.676,0.0,0.0637,0.0971,5.31e-05,0.112,0.0674,198.227,4.0
dance pop,0.751,0.783,4.0,-3.724,1.0,0.0859,0.00379,0.0,0.036,0.816,119.975,4.0
norwegian pop,0.492,0.594,8.0,-4.403,0.0,0.0377,0.256,0.0,0.0759,0.304,123.768,4.0
chamber psych,0.733,0.716,4.0,-6.26,0.0,0.0295,0.0501,0.0853,0.27,0.671,128.993,4.0
anime score,0.339,0.75,0.0,-9.631,1.0,0.0414,0.00556,0.827,0.271,0.103,124.998,4.0
drift phonk,0.754,0.866,11.0,-5.115,0.0,0.0445,0.000116,0.0756,0.48,0.123,122.007,4.0
chill phonk,0.755,0.723,2.0,-2.892,1.0,0.0329,0.00288,0.532,0.137,0.2,109.985,4.0
alt z,0.634,0.645,9.0,-6.922,0.0,0.238,0.0632,0.0,0.28,0.385,159.926,4.0
aggressive phonk,0.517,0.924,7.0,-1.868,1.0,0.084,0.000319,0.673,0.0961,0.386,199.944,4.0
brostep,0.404,0.753,8.0,-2.986,0.0,0.0656,0.0649,0.0,0.281,0.207,150.147,4.0
lo-fi sleep,0.687,0.17,10.0,-16.478,1.0,0.0304,0.897,0.885,0.115,0.116,120.01,4.0
boy band,0.562,0.46,5.0,-4.173,1.0,0.259,0.476,0.0,0.107,0.623,176.055,4.0
alternative metal,0.545,0.861,3.0,-4.819,0.0,0.034,0.0624,0.0,0.131,0.279,105.017,4.0
boy band,0.418,0.445,5.0,-5.407,1.0,0.227,0.469,0.0,0.123,0.608,175.686,4.0
pop,0.632,0.686,6.0,-7.665,0.0,0.243,0.549,0.0,0.2,0.329,89.949,4.0
dance pop,0.574,0.593,4.0,-5.731,0.0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,4.0
icelandic indie,0.505,0.42,9.0,-9.364,0.0,0.0266,0.558,0.0499,0.218,0.113,109.921,4.0
filmi,0.344,0.873,10.0,-3.387,1.0,0.221,0.0932,0.0,0.153,0.307,170.041,4.0
video game music,0.522,0.0534,0.0,-22.077,1.0,0.0368,0.755,0.883,0.0933,0.142,119.924,4.0
j-pop,0.54,0.752,11.0,-5.212,1.0,0.0267,0.159,0.0,0.363,0.462,84.033,4.0
dance pop,0.734,0.639,1.0,-3.241,1.0,0.0316,0.0348,0.0,0.102,0.836,121.212,4.0
british soundtrack,0.214,0.611,1.0,-9.616,1.0,0.0425,0.148,0.85,0.0854,0.0397,118.193,3.0
filmi,0.669,0.577,5.0,-7.063,0.0,0.0406,0.0347,0.00175,0.373,0.479,124.857,4.0
hip hop,0.818,0.598,10.0,-5.948,0.0,0.113,0.0573,1.32e-06,0.634,0.331,111.052,4.0
classic bollywood,0.479,0.509,7.0,-11.75,0.0,0.0488,0.653,2.45e-06,0.21,0.449,143.767,4.0
classic bollywood,0.361,0.63,0.0,-9.612,0.0,0.0668,0.717,5.34e-06,0.306,0.444,116.988,4.0
italian library music,0.487,0.0533,0.0,-19.18,1.0,0.0767,0.888,0.873,0.122,0.409,70.176,3.0
gym phonk,0.682,0.746,11.0,-6.372,1.0,0.192,0.00512,0.401,0.196,0.392,129.995,4.0
new french touch,0.686,0.472,0.0,-8.638,0.0,0.0897,0.416,0.0908,0.0971,0.0832,100.106,3.0
indie poptimism,0.611,0.797,6.0,-7.627,0.0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4.0
complextro,0.769,0.987,1.0,-4.997,1.0,0.23,0.044,0.228,0.0791,0.259,127.49,4.0
edm,0.588,0.67,0.0,-6.439,1.0,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,4.0
australian psych,0.598,0.553,9.0,-6.742,0.0,0.0397,0.562,0.157,0.257,0.533,123.075,4.0
la pop,0.605,0.619,0.0,-4.691,1.0,0.148,0.0102,0.0,0.164,0.796,166.018,4.0
new romantic,0.578,0.73,2.0,-10.596,1.0,0.0395,0.000441,0.454,0.296,0.397,119.989,4.0
alternative pop rock,0.394,0.327,4.0,-14.291,1.0,0.114,0.849,0.0,0.125,0.411,93.358,4.0
alt z,0.477,0.0489,4.0,-17.039,1.0,0.0611,0.929,0.0,0.0686,0.356,200.082,3.0
british soundtrack,0.407,0.433,2.0,-15.331,0.0,0.0376,0.467,0.936,0.0663,0.0779,119.921,4.0
traprun,0.673,0.904,7.0,-3.346,0.0,0.117,0.0781,0.000144,0.12,0.207,149.935,4.0
alt z,0.58,0.616,9.0,-6.297,1.0,0.0527,0.077,0.000552,0.134,0.392,170.138,4.0
alt z,0.785,0.528,9.0,-7.729,0.0,0.0665,0.0715,0.0,0.132,0.184,118.974,4.0
pop,0.77,0.555,4.0,-6.361,1.0,0.0754,0.224,1.78e-06,0.0754,0.776,100.035,4.0
singer-songwriter pop,0.688,0.406,8.0,-8.485,1.0,0.0428,0.767,2.81e-06,0.126,0.281,121.885,4.0
uk pop,0.426,0.307,2.0,-8.955,1.0,0.052,0.814,0.0,0.108,0.353,173.456,3.0
alternative metal,0.333,0.78,6.0,-16.711,0.0,0.0701,0.0174,0.9,0.878,0.038,80.293,5.0
reggaeton,0.794,0.669,6.0,-5.837,0.0,0.144,0.063,6.19e-05,0.0997,0.128,114.96,4.0
modern rock,0.728,0.783,11.0,-4.424,0.0,0.266,0.237,0.0,0.434,0.555,77.011,4.0
singer-songwriter pop,0.82,0.543,8.0,-8.03,1.0,0.206,0.227,3.31e-06,0.107,0.802,96.917,4.0
traprun,0.503,0.829,5.0,-4.784,0.0,0.0592,0.141,0.000147,0.143,0.301,150.1,4.0
hard rock,0.566,0.834,6.0,-8.412,0.0,0.0298,0.00277,0.008,0.0625,0.621,123.296,4.0
alternative metal,0.752,0.796,6.0,-7.536,1.0,0.0503,0.00498,0.000245,0.471,0.887,104.992,4.0
compositional ambient,0.252,0.0875,9.0,-24.711,0.0,0.0403,0.989,0.873,0.108,0.126,135.774,3.0
pop rap,0.342,0.238,2.0,-14.366,1.0,0.0335,0.917,0.754,0.568,0.563,82.849,1.0
bedroom pop,0.789,0.297,0.0,-8.399,1.0,0.0885,0.688,0.567,0.109,0.497,153.044,1.0
video game music,0.548,0.329,9.0,-18.558,0.0,0.0304,0.0824,0.7,0.125,0.0869,89.963,4.0
lo-fi sleep,0.702,0.154,7.0,-17.943,1.0,0.0527,0.786,0.858,0.112,0.416,131.961,4.0
sleep,0.0802,0.00761,2.0,-32.863,1.0,0.0497,0.975,0.9,0.112,0.0623,172.676,4.0
classical,0.163,0.012,7.0,-31.042,0.0,0.0415,0.949,0.0438,0.107,0.0654,130.813,3.0
ccm,0.334,0.567,5.0,-5.736,1.0,0.0414,0.368,2.78e-05,0.0953,0.12,110.545,4.0
indie anthem-folk,0.481,0.293,2.0,-5.999,1.0,0.0294,0.948,7.11e-05,0.11,0.134,82.965,4.0
alternative dance,0.71,0.831,2.0,-6.847,0.0,0.0392,0.107,0.00131,0.159,0.867,104.972,4.0
japanese chillhop,0.64,0.288,8.0,-17.264,0.0,0.0413,0.884,0.848,0.144,0.325,76.012,4.0
australian psych,0.424,0.615,9.0,-6.217,0.0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,4.0
scandipop,0.488,0.547,0.0,-8.111,0.0,0.112,0.0643,1.12e-05,0.109,0.186,95.115,4.0
boy band,0.723,0.848,10.0,-4.51,0.0,0.0366,0.0417,0.0,0.198,0.572,108.02,4.0
indie anthem-folk,0.659,0.571,1.0,-5.654,0.0,0.0371,0.0698,0.0,0.107,0.21,122.949,4.0
emo rap,0.734,0.57,7.0,-7.066,0.0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4.0
alt z,0.479,0.231,2.0,-10.278,1.0,0.0481,0.753,0.0,0.37,0.33,112.255,1.0
indie anthem-folk,0.599,0.427,5.0,-9.037,1.0,0.0242,0.747,0.105,0.0984,0.111,73.801,4.0
complextro,0.55,0.648,7.0,-6.542,1.0,0.0309,0.0191,0.0,0.0999,0.323,156.957,4.0
pop,0.498,0.61,6.0,-5.098,1.0,0.0363,0.271,0.0,0.223,0.474,79.918,4.0
singer-songwriter pop,0.495,0.673,11.0,-9.924,0.0,0.0394,0.265,0.048,0.213,0.486,160.125,4.0
modern alternative pop,0.478,0.672,1.0,-10.54,1.0,0.1,0.477,0.000775,0.16,0.183,131.468,4.0
pop folk,0.339,0.294,9.0,-11.564,0.0,0.037,0.97,0.528,0.0745,0.0711,109.541,4.0
la pop,0.681,0.549,1.0,-9.275,0.0,0.0606,0.514,0.00185,0.113,0.485,200.011,4.0
j-pop,0.414,0.485,6.0,-15.069,0.0,0.0492,0.964,0.879,0.0897,0.397,195.043,3.0
desi hip hop,0.837,0.717,5.0,-7.749,0.0,0.0822,0.0842,0.0,0.149,0.494,94.984,4.0
sad rap,0.645,0.71,7.0,-5.094,1.0,0.07,0.38,0.00127,0.0916,0.126,165.959,4.0
anime phonk,0.441,0.561,11.0,-6.017,0.0,0.0357,0.00953,0.00432,0.553,0.178,128.345,4.0
art pop,0.428,0.357,9.0,-9.96,1.0,0.0281,0.787,0.00296,0.0809,0.286,145.675,4.0
classic progressive house,0.679,0.796,11.0,-9.006,0.0,0.0396,2.2e-05,0.838,0.0769,0.456,129.994,4.0
bow pop,0.447,0.449,2.0,-10.634,1.0,0.0376,0.934,0.961,0.0697,0.036,92.468,4.0
desi hip hop,0.765,0.948,6.0,-2.816,0.0,0.199,0.298,0.0,0.0784,0.647,172.038,4.0
anime score,0.585,0.335,9.0,-13.812,0.0,0.0313,0.663,0.888,0.0987,0.0375,119.947,4.0
sad lo-fi,0.768,0.339,0.0,-13.169,1.0,0.777,0.608,0.000956,0.261,0.568,76.229,4.0
sad lo-fi,0.702,0.616,6.0,-4.903,1.0,0.326,0.686,0.0,0.145,0.507,80.482,4.0
australian pop,0.649,0.73,9.0,-4.742,0.0,0.0318,0.0452,0.0,0.497,0.399,94.979,4.0
boy band,0.631,0.512,0.0,-9.675,0.0,0.0572,0.511,0.0,0.0827,0.529,106.027,4.0
cloud rap,0.639,0.446,6.0,-10.489,1.0,0.0378,0.295,0.0,0.181,0.363,76.004,4.0
drift phonk,0.594,0.928,11.0,-3.08,0.0,0.0649,0.000262,0.475,0.18,0.389,119.988,4.0
gym phonk,0.701,0.9,1.0,1.099,1.0,0.129,0.00158,0.946,0.626,0.506,109.135,4.0
australian pop,0.292,0.678,10.0,-5.595,1.0,0.0724,0.192,0.0,0.146,0.365,87.436,4.0
alabama indie,0.554,0.515,7.0,-7.892,1.0,0.0259,0.289,0.00112,0.128,0.676,166.99,4.0
drift phonk,0.537,0.922,7.0,-3.793,1.0,0.0432,0.0434,0.609,0.284,0.339,165.0,4.0
anime,0.626,0.729,1.0,-6.785,0.0,0.102,0.0135,0.0,0.133,0.441,159.762,3.0
alt z,0.711,0.634,9.0,-4.351,1.0,0.0668,0.139,0.0,0.103,0.356,90.04,4.0
icelandic indie,0.415,0.338,9.0,-12.703,0.0,0.0535,0.885,0.348,0.116,0.202,141.399,4.0
electro house,0.468,0.627,6.0,-5.085,1.0,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4.0
electropop,0.693,0.728,2.0,-7.621,0.0,0.034,0.0758,0.000833,0.103,0.512,114.998,4.0
chill house,0.498,0.66,7.0,-6.057,1.0,0.0845,0.0191,0.277,0.344,0.29,104.721,4.0
alternative metal,0.554,0.978,4.0,-3.554,1.0,0.131,0.111,0.0,0.0731,0.594,135.095,4.0
british singer-songwriter,0.395,0.338,1.0,-9.689,1.0,0.0507,0.547,0.0,0.0959,0.12,147.557,4.0
pop,0.703,0.656,6.0,-5.363,0.0,0.078,0.139,0.0,0.0947,0.455,82.964,4.0
electro house,0.447,0.553,0.0,-4.817,1.0,0.0322,0.212,0.0,0.165,0.252,149.877,4.0
modern alternative rock,0.634,0.861,9.0,-3.874,0.0,0.0387,0.0341,6.67e-06,0.0744,0.708,139.988,4.0
alt z,0.641,0.37,1.0,-8.645,0.0,0.0565,0.32,0.0,0.206,0.242,81.043,4.0
detroit hip hop,0.83,0.546,1.0,-5.716,1.0,0.295,0.227,0.0,0.112,0.535,182.973,4.0
indonesian singer-songwriter,0.604,0.609,7.0,-5.531,1.0,0.0676,0.717,0.0,0.179,0.39,112.028,4.0
alt z,0.692,0.248,10.0,-11.304,0.0,0.0283,0.919,1.28e-05,0.102,0.437,100.111,4.0
cloud rap,0.704,0.241,0.0,-16.536,1.0,0.032,0.487,0.0887,0.14,0.0628,107.994,4.0
singer-songwriter pop,0.45,0.483,2.0,-6.754,1.0,0.0572,0.179,0.0,0.127,0.206,118.305,4.0
lo-fi beats,0.644,0.0904,7.0,-24.887,1.0,0.04,0.795,0.93,0.107,0.314,130.047,4.0
aussietronica,0.766,0.8,4.0,-7.676,1.0,0.321,0.0455,0.0,0.672,0.806,111.126,4.0
lo-fi sleep,0.454,0.0834,0.0,-21.809,1.0,0.0343,0.942,0.883,0.101,0.0791,147.928,4.0
alt z,0.469,0.777,8.0,-6.175,0.0,0.0742,0.0183,0.0,0.111,0.252,139.967,4.0
