,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
726,singer-songwriter pop,0.674,0.544,3.0,-7.113,1.0,0.0409,0.147,0.0,0.0734,0.463,149.125
730,alt z,0.524,0.664,2.0,-6.214,1.0,0.0405,0.0106,0.0,0.126,0.432,129.897
731,alt z,0.616,0.45,6.0,-9.832,1.0,0.114,0.529,1.58e-06,0.0926,0.195,123.851
732,alt z,0.521,0.347,6.0,-12.716,1.0,0.164,0.463,0.0,0.091,0.198,123.996
734,pop,0.695,0.575,10.0,-6.334,0.0,0.116,0.198,0.0,0.0614,0.699,163.929
735,alt z,0.51,0.303,7.0,-5.344,1.0,0.0562,0.892,0.0,0.127,0.51,198.149
744,anime lo-fi,0.926,0.159,2.0,-17.805,1.0,0.1,0.949,0.885,0.0867,0.506,124.058
749,singer-songwriter pop,0.443,0.535,2.0,-7.477,1.0,0.167,0.718,0.0,0.144,0.345,96.149
750,alt z,0.506,0.381,1.0,-10.953,0.0,0.266,0.427,0.00238,0.139,0.0389,92.11
754,alt z,0.642,0.392,4.0,-7.846,0.0,0.0372,0.0151,0.0,0.352,0.0479,138.065
759,anime lo-fi,0.626,0.201,2.0,-12.888,0.0,0.0369,0.951,0.945,0.0905,0.266,131.046
761,alt z,0.686,0.677,1.0,-7.064,1.0,0.162,0.153,0.0,0.0906,0.365,114.988
763,art pop,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284
771,pop,0.742,0.679,7.0,-4.594,1.0,0.0259,0.0488,0.0,0.0754,0.856,100.041
775,alt z,0.705,0.281,2.0,-7.991,1.0,0.0863,0.856,0.0,0.117,0.211,84.882
777,pop,0.754,0.486,8.0,-8.864,1.0,0.143,0.199,1.98e-05,0.115,0.151,101.922
782,lo-fi study,0.585,0.172,9.0,-15.14,0.0,0.0668,0.732,0.918,0.0971,0.0484,79.939
783,pop,0.64,0.655,9.0,-4.684,0.0,0.0414,0.0362,0.0,0.456,0.389,122.967
785,pop,0.643,0.521,6.0,-7.966,1.0,0.0516,0.241,0.0,0.0896,0.678,159.964
787,pop,0.742,0.639,2.0,-7.63,0.0,0.183,0.124,0.0,0.114,0.356,115.078
788,pop,0.821,0.517,6.0,-10.488,0.0,0.0497,0.201,3.74e-06,0.203,0.722,115.087
789,alt z,0.579,0.454,9.0,-7.264,1.0,0.0427,0.465,0.0,0.0997,0.461,78.949
791,anime lo-fi,0.549,0.06,6.0,-20.541,1.0,0.0329,0.917,0.94,0.339,0.0603,64.556
798,alt z,0.778,0.313,4.0,-9.288,1.0,0.421,0.301,0.0,0.667,0.707,68.936
799,alt z,0.788,0.545,3.0,-7.647,1.0,0.0487,0.475,0.0138,0.134,0.583,119.948
801,alt z,0.458,0.521,8.0,-6.348,0.0,0.0943,0.417,0.0,0.368,0.449,89.827
806,pop,0.742,0.46,1.0,-11.229,1.0,0.0635,0.243,0.0,0.102,0.116,99.073
809,pop,0.656,0.741,11.0,-4.998,0.0,0.18,0.0847,0.0,0.111,0.882,154.937
812,alt z,0.569,0.108,9.0,-15.855,1.0,0.035,0.883,0.0,0.112,0.181,110.421
813,pop,0.737,0.802,0.0,-4.771,1.0,0.0878,0.468,0.0,0.0931,0.682,144.015
815,anime lo-fi,0.724,0.0769,9.0,-18.054,1.0,0.0639,0.956,0.751,0.0981,0.201,143.95
821,pop,0.717,0.712,0.0,-6.098,1.0,0.0765,0.00663,0.0,0.0756,0.825,97.019
822,alt z,0.666,0.593,2.0,-5.905,1.0,0.0373,0.318,0.0,0.414,0.329,140.013
824,pop,0.744,0.407,6.0,-10.513,1.0,0.0657,0.103,0.0,0.128,0.621,100.004
825,singer-songwriter pop,0.741,0.622,10.0,-8.006,1.0,0.0395,0.137,0.0,0.106,0.47,136.014
830,alt z,0.64,0.593,10.0,-6.068,1.0,0.0431,0.32,0.0,0.104,0.432,155.08
831,alt z,0.448,0.119,4.0,-15.138,1.0,0.0403,0.736,0.0,0.145,0.333,140.591
834,alt z,0.438,0.315,2.0,-10.941,0.0,0.044,0.566,0.0,0.606,0.151,156.031
840,chill pop,0.55,0.534,6.0,-7.157,1.0,0.0284,0.454,9.04e-06,0.0722,0.407,80.003
841,pop,0.585,0.512,1.0,-9.764,0.0,0.527,0.473,1.56e-06,0.131,0.698,121.896
844,alt z,0.589,0.364,1.0,-8.079,0.0,0.0419,0.595,0.0,0.334,0.21,104.991
845,pop,0.68,0.423,6.0,-6.279,1.0,0.0321,0.597,0.0,0.371,0.686,85.042
846,alt z,0.753,0.41,0.0,-10.636,0.0,0.132,0.817,0.00219,0.104,0.23,92.999
849,pop,0.596,0.794,7.0,-5.366,1.0,0.0338,0.0193,1.4e-06,0.0997,0.246,97.0
851,alt z,0.679,0.525,9.0,-8.721,1.0,0.0594,0.0899,3.53e-05,0.09,0.333,106.871
852,chill pop,0.535,0.578,4.0,-8.088,1.0,0.0689,0.764,0.195,0.0967,0.487,111.588
861,alt z,0.776,0.353,4.0,-8.317,0.0,0.0687,0.435,0.0,0.302,0.658,138.035
863,alt z,0.394,0.398,0.0,-10.202,1.0,0.219,0.573,0.0,0.313,0.361,78.438
864,pop,0.703,0.408,4.0,-7.883,0.0,0.139,0.42,0.0,0.176,0.313,108.026
865,pop,0.585,0.952,2.0,-1.498,1.0,0.311,0.0044,1.41e-05,0.117,0.343,150.177
866,pop,0.674,0.596,4.0,-6.038,0.0,0.0622,0.0101,1.06e-06,0.104,0.184,110.066
869,alt z,0.378,0.587,10.0,-7.755,1.0,0.163,0.232,0.0,0.455,0.498,181.452
870,alt z,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971
876,alt z,0.32,0.5,3.0,-7.979,1.0,0.0994,0.134,0.0,0.108,0.142,91.361
877,alt z,0.754,0.706,5.0,-6.145,1.0,0.0923,0.237,3.46e-05,0.097,0.536,81.943
879,pop,0.544,0.704,4.0,-5.678,0.0,0.0435,0.0156,0.0,0.164,0.265,80.029
880,drift phonk,0.483,0.531,4.0,-10.091,0.0,0.0604,0.0582,0.906,0.111,0.0973,123.942
884,pop,0.563,0.756,0.0,-3.852,0.0,0.0579,0.196,0.0,0.245,0.234,100.012
885,alt z,0.691,0.465,3.0,-8.061,0.0,0.0502,0.0829,1.58e-06,0.126,0.291,96.02
886,singer-songwriter pop,0.719,0.495,10.0,-5.889,0.0,0.18,0.0914,3.15e-06,0.104,0.471,84.983
888,drift phonk,0.706,0.91,1.0,-3.527,1.0,0.146,0.175,2e-06,0.11,0.667,126.007
889,drift phonk,0.654,0.944,1.0,-3.207,1.0,0.223,0.207,2.01e-06,0.126,0.632,147.308
897,alt z,0.769,0.663,1.0,-5.649,0.0,0.0395,0.0943,1.12e-06,0.133,0.46,94.966
898,alt z,0.456,0.221,2.0,-16.379,1.0,0.0307,0.932,0.00527,0.0963,0.374,132.997
899,alt z,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.96
900,alt z,0.505,0.122,11.0,-12.599,1.0,0.0527,0.9,0.0,0.0893,0.372,102.607
905,art pop,0.367,0.111,4.0,-14.084,1.0,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
906,alt z,0.626,0.453,7.0,-9.295,1.0,0.0306,0.816,1.91e-06,0.0904,0.494,129.958
910,pop,0.685,0.783,7.0,-4.833,1.0,0.0779,0.16,0.0,0.182,0.804,101.134
912,pop,0.802,0.495,2.0,-6.154,0.0,0.19,0.0232,0.0,0.109,0.473,114.99
915,alt z,0.783,0.435,7.0,-7.78,1.0,0.0588,0.282,0.0,0.0833,0.512,106.974
917,alt z,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148
920,alt z,0.665,0.582,6.0,-7.011,0.0,0.0324,0.163,0.0,0.108,0.344,137.027
921,alt z,0.383,0.711,4.0,-4.125,0.0,0.0453,0.334,3.35e-06,0.225,0.196,153.95
922,alt z,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,2.62e-05,0.112,0.206,102.128
923,alt z,0.358,0.435,2.0,-9.198,1.0,0.0717,0.173,0.00106,0.0986,0.336,155.908
952,anime,0.436,0.934,2.0,-2.685,1.0,0.0507,1.03e-05,0.14,0.321,0.384,91.481
955,anime,0.564,0.922,2.0,-2.303,1.0,0.0368,0.00198,5.03e-06,0.231,0.828,139.962
959,anime,0.658,0.94,2.0,-2.427,1.0,0.0339,0.144,0.0,0.101,0.694,122.992
962,anime,0.439,0.129,2.0,-15.99,0.0,0.0328,0.674,0.96,0.114,0.14,111.654
963,anime,0.356,0.691,9.0,-10.641,0.0,0.0391,0.0693,0.885,0.31,0.147,74.967
964,anime,0.72,0.484,1.0,-14.911,1.0,0.0755,0.0464,0.741,0.227,0.583,159.919
967,anime,0.406,0.671,6.0,-9.169,0.0,0.0387,0.0897,0.964,0.121,0.232,94.942
969,anime,0.48,0.934,1.0,-8.811,1.0,0.0575,0.000132,0.375,0.103,0.512,154.953
970,anime,0.169,0.241,9.0,-12.577,1.0,0.0357,0.586,0.942,0.0665,0.0734,125.408
971,anime,0.164,0.227,5.0,-14.343,1.0,0.0333,0.786,0.823,0.375,0.0818,170.093
973,anime,0.0901,0.0985,9.0,-19.422,0.0,0.046,0.964,0.975,0.159,0.0298,56.872
976,anime,0.272,0.122,4.0,-16.359,0.0,0.0376,0.966,0.914,0.089,0.0629,60.337
978,anime,0.225,0.0619,2.0,-14.858,0.0,0.0329,0.847,0.687,0.15,0.0988,57.762
979,anime,0.557,0.652,4.0,-11.127,1.0,0.0417,0.0202,0.336,0.1,0.189,120.081
980,anime,0.22,0.17,0.0,-13.487,1.0,0.0343,0.799,0.792,0.0792,0.0822,127.264
982,anime,0.436,0.634,4.0,-12.37,1.0,0.0335,0.109,0.858,0.108,0.125,79.995
984,anime,0.148,0.484,4.0,-12.733,0.0,0.0435,0.325,0.704,0.152,0.0414,141.451
986,anime,0.365,0.442,0.0,-11.113,1.0,0.0363,0.372,0.453,0.115,0.047,80.057
987,anime,0.278,0.354,9.0,-16.829,0.0,0.0357,9.29e-05,0.502,0.17,0.0931,159.883
991,anime,0.431,0.9,11.0,-8.631,1.0,0.0537,0.0035,0.822,0.383,0.45,155.075
992,anime,0.474,0.9,4.0,-12.397,0.0,0.0424,0.0211,0.962,0.0967,0.172,129.934
996,anime,0.225,0.156,2.0,-17.042,0.0,0.0363,0.895,0.713,0.161,0.0415,98.63
999,anime,0.451,0.469,4.0,-12.536,0.0,0.0431,0.602,0.881,0.312,0.271,139.979
1002,anime,0.276,0.177,2.0,-16.791,1.0,0.0336,0.726,0.723,0.148,0.0394,100.16
1003,anime,0.15,0.194,4.0,-15.769,0.0,0.0381,0.932,0.0185,0.162,0.113,93.858
1006,anime,0.487,0.851,0.0,-10.867,1.0,0.0569,0.192,0.88,0.135,0.276,145.019
1008,pop,0.443,0.582,2.0,-6.02,1.0,0.0482,0.0301,0.0,0.127,0.239,147.589
1018,alternative metal,0.529,0.967,1.0,-3.647,0.0,0.0508,0.114,0.0,0.61,0.596,140.127
1019,alt z,0.505,0.572,1.0,-9.444,0.0,0.135,0.0951,0.0,0.0958,0.073,120.151
1026,edm,0.358,0.896,4.0,-4.547,0.0,0.159,0.083,0.0014,0.372,0.1,75.192
1034,pop,0.64,0.501,7.0,-7.86,1.0,0.0624,0.15,0.0,0.16,0.346,114.031
1035,modern alternative rock,0.56,0.598,5.0,-8.386,0.0,0.0388,0.524,0.698,0.172,0.388,82.991
1037,anime lo-fi,0.615,0.294,6.0,-14.34,0.0,0.0275,0.829,0.857,0.112,0.167,81.97
1038,anime lo-fi,0.313,0.0211,6.0,-28.785,0.0,0.0602,0.996,0.967,0.0879,0.369,68.13
1040,filmi,0.77,0.51,10.0,-5.469,0.0,0.192,0.137,0.000106,0.0346,0.533,188.067
1047,alternative metal,0.431,0.938,3.0,-4.507,0.0,0.0542,0.00805,0.0,0.138,0.523,157.462
1048,pop,0.54,0.409,8.0,-6.658,1.0,0.0284,0.781,0.0,0.104,0.197,95.177
1052,art pop,0.741,0.655,2.0,-7.484,1.0,0.0646,0.236,1.97e-05,0.0716,0.633,106.994
1057,modern alternative rock,0.696,0.838,5.0,-9.299,0.0,0.0361,0.0621,8.42e-05,0.0967,0.66,139.977
1062,art pop,0.614,0.318,7.0,-12.695,1.0,0.0478,0.896,0.00239,0.0795,0.112,119.959
1067,singer-songwriter pop,0.594,0.769,11.0,-6.754,1.0,0.0413,0.254,0.000189,0.0941,0.62,91.031
1068,dance pop,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.202,0.575,125.989
1073,alt z,0.817,0.578,11.0,-7.579,0.0,0.0824,0.224,0.00103,0.251,0.851,143.982
1075,pop,0.345,0.612,7.0,-6.543,0.0,0.0608,0.232,0.0,0.194,0.232,179.773
1078,alt z,0.695,0.745,11.0,-9.968,0.0,0.0687,0.247,0.000118,0.102,0.664,135.88
1081,dance pop,0.73,0.729,4.0,-3.434,0.0,0.0884,0.167,1.39e-06,0.349,0.467,113.011
1082,alt z,0.402,0.151,4.0,-14.228,0.0,0.04,0.907,0.0,0.0941,0.489,144.071
1086,alternative metal,0.579,0.849,4.0,-5.218,0.0,0.0303,0.108,0.0,0.0909,0.581,100.021
1088,brostep,0.596,0.921,11.0,-2.5,0.0,0.074,0.0049,0.00019,0.536,0.232,139.969
1095,lo-fi study,0.757,0.113,9.0,-25.791,1.0,0.0834,0.715,0.912,0.389,0.154,107.952
1099,lo-fi study,0.56,0.132,5.0,-18.225,1.0,0.0286,0.964,0.923,0.0685,0.28,85.068
1107,chill pop,0.562,0.732,11.0,-6.43,1.0,0.0375,0.0556,1.24e-05,0.2,0.752,141.95
1109,edm,0.683,0.415,10.0,-10.72,0.0,0.0841,0.0918,6.34e-06,0.149,0.554,81.006
1111,singer-songwriter pop,0.54,0.384,10.0,-9.742,1.0,0.0457,0.766,0.00021,0.116,0.367,180.078
1118,anime,0.541,0.803,5.0,-4.725,1.0,0.033,0.0134,0.0,0.101,0.442,146.0
1119,anime,0.541,0.803,5.0,-4.725,1.0,0.033,0.0134,0.0,0.101,0.442,146.0
1120,anime,0.53,0.928,5.0,-2.859,1.0,0.0613,0.0219,0.0,0.318,0.363,146.041
1127,filmi,0.552,0.769,2.0,-4.504,0.0,0.0465,0.497,0.0,0.112,0.702,86.957
1136,alternative metal,0.617,0.922,11.0,-3.474,1.0,0.0744,0.000247,0.388,0.363,0.6,132.059
1142,alternative metal,0.607,0.891,9.0,-4.56,0.0,0.0387,0.0417,0.00521,0.314,0.462,120.012
1144,singer-songwriter pop,0.485,0.484,3.0,-7.036,1.0,0.0617,0.62,0.0,0.114,0.282,159.877
1154,alternative metal,0.552,0.965,8.0,-4.873,0.0,0.102,0.000636,0.0924,0.119,0.258,103.212
1155,anime lo-fi,0.627,0.0215,11.0,-25.243,0.0,0.0969,0.995,0.92,0.141,0.0868,111.461
1156,anime lo-fi,0.627,0.0215,11.0,-25.243,0.0,0.0969,0.995,0.92,0.141,0.0868,111.461
1158,anime,0.478,0.293,3.0,-9.243,1.0,0.0286,0.819,0.00135,0.0811,0.41,72.083
1163,alternative metal,0.615,0.911,1.0,-3.584,0.0,0.0278,0.0686,0.00188,0.0908,0.685,108.0
1164,pop,0.813,0.295,5.0,-8.343,1.0,0.0482,0.104,0.0,0.095,0.413,100.009
1166,alt z,0.57,0.689,7.0,-6.242,1.0,0.147,0.358,0.0,0.0819,0.568,100.087
1170,drift phonk,0.732,0.994,7.0,-4.159,1.0,0.351,0.00414,0.38,0.0851,0.648,186.026
1171,drift phonk,0.747,0.801,2.0,-5.826,1.0,0.334,0.0287,2.97e-05,0.441,0.707,167.077
1172,drift phonk,0.806,0.658,5.0,-9.017,0.0,0.0505,0.34,0.772,0.0777,0.205,118.998
1187,dance pop,0.623,0.891,7.0,-4.419,0.0,0.0653,0.016,0.0,0.329,0.641,99.987
1190,pop,0.696,0.543,11.0,-6.164,1.0,0.0489,0.308,0.0,0.0939,0.479,107.969
1201,pop,0.628,0.264,9.0,-12.783,1.0,0.0405,0.623,0.0,0.146,0.346,93.252
1219,alt z,0.604,0.636,1.0,-7.024,0.0,0.0362,0.0548,0.0,0.161,0.529,140.076
1227,pop,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
1232,pop,0.574,0.852,2.0,-1.248,1.0,0.0397,0.0529,0.0,0.161,0.501,123.038
1234,alt z,0.693,0.481,1.0,-9.169,1.0,0.0534,0.0884,0.000102,0.144,0.112,119.933
1238,filmi,0.388,0.532,8.0,-6.352,1.0,0.0414,0.456,0.0,0.167,0.444,179.642
1240,filmi,0.816,0.747,10.0,-6.86,0.0,0.206,0.064,1.07e-05,0.0806,0.842,82.019
1244,dance pop,0.742,0.879,0.0,-4.274,0.0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946
1249,art pop,0.633,0.682,1.0,-10.343,1.0,0.0295,0.00683,0.201,0.102,0.173,131.008
1255,pop,0.708,0.562,5.0,-4.864,1.0,0.0725,0.0449,0.0,0.216,0.386,125.963
1256,alt z,0.584,0.261,11.0,-12.317,1.0,0.0486,0.72,1.1e-06,0.126,0.504,180.149
1257,dance pop,0.594,0.64,10.0,-6.865,1.0,0.033,0.0169,0.0,0.135,0.492,92.871
1258,dance pop,0.728,0.78,7.0,-6.923,0.0,0.09,0.0298,0.00758,0.126,0.233,121.991
1261,pop,0.749,0.535,4.0,-6.785,1.0,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042
1263,filmi,0.771,0.659,7.0,-6.1,1.0,0.0674,0.216,0.0,0.102,0.587,92.008
1266,filmi,0.574,0.911,11.0,-6.709,0.0,0.0888,0.262,0.0,0.366,0.756,135.494
1270,modern alternative rock,0.617,0.574,6.0,-9.768,1.0,0.0276,0.23,0.0105,0.0983,0.396,91.769
1272,brostep,0.823,0.815,11.0,-3.947,1.0,0.134,0.00129,0.0494,0.599,0.474,125.989
1279,modern alternative rock,0.205,0.739,6.0,-13.072,1.0,0.0546,0.961,0.937,0.339,0.0385,79.988
1282,filmi,0.793,0.887,7.0,-5.285,1.0,0.0954,0.0962,6.39e-05,0.623,0.602,100.007
1286,alternative metal,0.417,0.934,7.0,-3.908,0.0,0.119,0.000278,0.0015,0.132,0.287,127.066
1289,filmi,0.507,0.585,9.0,-5.367,1.0,0.0288,0.475,0.0,0.317,0.449,132.741
1293,edm,0.637,0.985,6.0,-3.809,0.0,0.184,0.00988,0.00857,0.0649,0.374,145.111
1296,singer-songwriter pop,0.895,0.283,3.0,-8.387,1.0,0.101,0.101,0.000157,0.1,0.134,94.023
1300,pop,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071
1302,chill pop,0.605,0.251,0.0,-15.06,1.0,0.0437,0.857,5.43e-05,0.113,0.379,139.585
1307,edm,0.844,0.818,2.0,-3.727,1.0,0.2,0.0743,1.28e-05,0.112,0.536,128.094
1309,edm,0.572,0.904,0.0,-3.814,1.0,0.042,0.0167,0.00252,0.31,0.374,150.086
1315,lo-fi study,0.636,0.0581,5.0,-17.576,1.0,0.0402,0.869,0.925,0.125,0.329,72.096
1317,dance pop,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966
1318,pop,0.701,0.875,11.0,-4.1,1.0,0.0757,0.0262,7.32e-06,0.137,0.84,111.976
1324,alt z,0.605,0.663,7.0,-5.396,1.0,0.168,0.671,0.0108,0.159,0.75,183.361
1325,alt z,0.711,0.412,9.0,-6.827,1.0,0.0445,0.184,0.0,0.0546,0.186,130.013
1329,brostep,0.436,0.938,2.0,-3.534,1.0,0.0917,0.000521,0.00907,0.344,0.131,149.993
1330,brostep,0.42,0.641,7.0,-5.11,0.0,0.0474,0.0194,0.00012,0.166,0.141,75.229
1332,dance pop,0.608,0.798,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943
1339,anime lo-fi,0.603,0.0573,0.0,-29.724,0.0,0.0549,0.995,0.941,0.111,0.471,63.017
1340,anime lo-fi,0.603,0.0573,0.0,-29.724,0.0,0.0549,0.995,0.941,0.111,0.471,63.017
1345,pop,0.563,0.532,7.0,-7.726,1.0,0.0416,0.236,9.75e-06,0.122,0.429,145.001
1346,alternative metal,0.361,0.929,10.0,-4.573,0.0,0.129,0.000965,0.184,0.131,0.0944,149.877
1347,alt z,0.691,0.388,1.0,-12.401,0.0,0.0537,0.767,0.00337,0.0996,0.304,117.001
1351,art pop,0.543,0.928,0.0,-5.206,1.0,0.0755,0.000329,0.567,0.0328,0.358,120.102
1352,pop,0.605,0.554,9.0,-5.629,0.0,0.0948,0.761,0.0,0.0903,0.546,73.457
1355,singer-songwriter pop,0.663,0.595,6.0,-6.774,1.0,0.0346,0.759,0.000404,0.109,0.547,124.022
1356,modern alternative rock,0.7,0.82,5.0,-5.499,0.0,0.0329,0.238,0.318,0.658,0.667,109.998
1360,alternative metal,0.451,0.987,9.0,-4.105,1.0,0.106,9.54e-06,0.102,0.0568,0.368,137.731
1365,alt z,0.58,0.658,1.0,-6.671,1.0,0.0389,0.219,0.0,0.0577,0.159,74.984
1374,alt z,0.432,0.444,6.0,-7.298,1.0,0.125,0.605,0.0,0.104,0.209,82.79
1376,singer-songwriter pop,0.75,0.493,0.0,-5.734,0.0,0.0624,0.238,0.0,0.0933,0.82,208.11
1388,chill pop,0.696,0.678,6.0,-5.679,0.0,0.0391,0.441,0.0,0.069,0.517,146.998
1389,edm,0.377,0.723,7.0,-2.951,1.0,0.046,0.181,0.0,0.0815,0.167,84.139
1390,alt z,0.635,0.274,2.0,-13.53,1.0,0.033,0.813,0.0,0.162,0.316,93.025
1395,lo-fi study,0.719,0.181,7.0,-14.264,0.0,0.0693,0.768,0.94,0.103,0.101,82.024
1398,dance pop,0.696,0.734,7.0,-5.294,1.0,0.0298,0.0485,0.0,0.183,0.711,107.987
1404,modern alternative rock,0.581,0.656,4.0,-4.891,0.0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033
1405,alt z,0.516,0.323,2.0,-9.688,1.0,0.0716,0.489,4.82e-06,0.189,0.386,159.861
1412,art pop,0.726,0.738,6.0,-6.589,0.0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904
1418,drift phonk,0.916,0.702,0.0,-4.78,1.0,0.0362,0.00567,0.271,0.13,0.842,126.066
1419,drift phonk,0.666,0.958,0.0,-3.602,1.0,0.0455,0.273,0.931,0.0993,0.909,121.993
1421,pop,0.709,0.725,7.0,-5.545,0.0,0.0759,0.0772,0.0,0.158,0.226,139.968
1422,drift phonk,0.7,0.975,4.0,-2.659,0.0,0.0356,0.00382,0.427,0.328,0.43,126.011
1425,drift phonk,0.88,0.712,7.0,-4.27,1.0,0.0795,0.145,0.936,0.162,0.615,131.983
1434,pop,0.767,0.696,2.0,-3.428,1.0,0.162,0.231,0.0,0.228,0.715,115.006
1436,pop,0.594,0.462,1.0,-8.677,0.0,0.141,0.00841,0.0,0.13,0.164,78.805
1438,modern alternative rock,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012
1440,alt z,0.834,0.663,8.0,-6.143,1.0,0.133,0.235,0.0,0.372,0.774,121.876
1443,alt z,0.61,0.546,2.0,-7.822,1.0,0.0521,0.476,0.0,0.329,0.364,139.768
1445,alt z,0.754,0.534,9.0,-8.424,0.0,0.123,0.0721,0.00615,0.218,0.809,149.146
1448,dance pop,0.672,0.748,11.0,-5.922,0.0,0.0589,0.305,0.0,0.0811,0.964,163.984
1451,pop,0.741,0.52,8.0,-7.513,1.0,0.0656,0.447,1.97e-06,0.222,0.347,102.998
1452,alt z,0.629,0.328,11.0,-8.284,1.0,0.029,0.768,2.5e-05,0.103,0.389,74.953
1455,anime lo-fi,0.682,0.141,2.0,-19.345,0.0,0.0616,0.801,0.886,0.112,0.109,93.099
1456,alt z,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959
1457,alt z,0.573,0.715,8.0,-3.293,0.0,0.0256,0.0444,0.0,0.0898,0.258,101.699
1459,alt z,0.43,0.626,9.0,-6.219,0.0,0.0491,0.0158,0.0,0.38,0.613,99.702
1461,pop,0.696,0.517,2.0,-8.379,0.0,0.0366,0.364,0.0,0.197,0.23,112.291
1462,art pop,0.593,0.658,8.0,-8.393,0.0,0.0364,0.0118,0.0204,0.137,0.422,135.053
1464,filmi,0.837,0.839,11.0,-5.548,1.0,0.0468,0.0381,0.000193,0.301,0.679,107.025
1465,filmi,0.694,0.959,7.0,-5.635,1.0,0.06,0.0408,0.0825,0.0763,0.77,124.995
1466,filmi,0.509,0.617,7.0,-2.233,0.0,0.0249,0.304,7.8e-05,0.164,0.339,86.025
1467,filmi,0.587,0.415,7.0,-7.086,0.0,0.027,0.67,1.61e-06,0.142,0.3,86.066
1468,pop,0.647,0.585,6.0,-6.123,1.0,0.0512,0.00314,0.0,0.165,0.353,131.934
1472,alt z,0.625,0.328,9.0,-10.603,0.0,0.0341,0.389,9.27e-05,0.109,0.0902,91.959
1475,filmi,0.552,0.598,9.0,-6.052,0.0,0.0362,0.479,0.0,0.0806,0.354,135.951
1485,lo-fi study,0.359,0.0535,2.0,-19.794,1.0,0.0753,0.903,0.91,0.102,0.0664,179.982
1486,lo-fi study,0.471,0.143,1.0,-17.247,1.0,0.039,0.623,0.869,0.0982,0.244,62.682
1487,lo-fi study,0.74,0.333,11.0,-12.893,0.0,0.307,0.715,0.923,0.131,0.168,154.054
1488,art pop,0.604,0.56,10.0,-8.617,1.0,0.0786,0.0398,0.000322,0.485,0.266,145.964
1489,alt z,0.688,0.5,2.0,-7.411,1.0,0.138,0.102,0.0,0.355,0.418,127.906
1491,alt z,0.781,0.396,11.0,-8.427,1.0,0.0467,0.52,2.67e-05,0.134,0.749,105.016
1493,alt z,0.703,0.831,5.0,-5.651,0.0,0.0637,0.00189,0.118,0.207,0.29,132.001
1496,art pop,0.461,0.545,11.0,-8.166,1.0,0.046,0.0297,0.0471,0.0928,0.408,104.97
1497,art pop,0.591,0.534,4.0,-7.929,1.0,0.0424,0.0207,0.0535,0.256,0.51,104.943
1498,art pop,0.799,0.858,11.0,-5.977,1.0,0.0588,0.0422,0.783,0.0625,0.965,104.976
1503,filmi,0.725,0.918,9.0,-4.875,1.0,0.0447,0.0289,5.13e-06,0.602,0.927,107.975
1506,alt z,0.708,0.494,5.0,-7.496,0.0,0.0365,0.697,0.000115,0.34,0.76,142.921
1512,alt z,0.463,0.755,2.0,-5.04,1.0,0.0727,0.137,0.0,0.0745,0.649,79.488
1514,drift phonk,0.646,0.708,3.0,-5.875,0.0,0.065,0.0145,0.781,0.35,0.382,128.011
1517,alternative metal,0.465,0.988,3.0,-4.126,0.0,0.106,3.2e-05,0.0114,0.13,0.155,133.017
1520,filmi,0.34,0.96,1.0,-5.427,1.0,0.0802,0.238,4.32e-06,0.0378,0.475,150.04
1522,alt z,0.448,0.606,3.0,-4.565,1.0,0.0609,0.577,0.0,0.217,0.483,121.15
1523,edm,0.391,0.396,1.0,-8.621,0.0,0.189,0.702,0.405,0.315,0.199,99.112
1524,drift phonk,0.73,0.757,2.0,-7.379,1.0,0.0989,0.00189,0.833,0.157,0.259,102.378
1526,alt z,0.602,0.694,2.0,-5.982,0.0,0.406,0.473,0.0,0.184,0.43,101.953
1527,modern alternative rock,0.662,0.681,11.0,-8.152,0.0,0.0315,0.0321,0.139,0.508,0.864,98.004
1530,filmi,0.8,0.881,0.0,-6.077,1.0,0.0502,0.127,0.00011,0.0976,0.81,107.998
1537,art pop,0.257,0.381,3.0,-10.62,1.0,0.0368,0.828,0.00121,0.135,0.264,73.687
